track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Um Tiro No Coração; 1IQoiYKTmClOhbxJe8XjOn; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 240866; 38; 0.346; 0.413; 0.771; 5.54e-05; 0.111; -7.648; 0.0364; 131.502; 4; 
Agora Só Falta Você Ao Vivo Em São Paulo 2010; 5UcFAyuozqnefW9047l1QV; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 143373; 22; 0.239; 0.636; 0.741; 0; 0.766; -7.497; 0.0305; 126.762; 4; 
A Letra A; 0YfjciSka7g5QOSFBBJFdL; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 254533; 23; 0.000415; 0.591; 0.879; 0.00103; 0.146; -7.093; 0.0309; 134.29; 4; 
Marvin Patches Ao Vivo; 3FuRZJjEQR2D4WoAvgzUk2; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 279013; 20; 0.00292; 0.438; 0.975; 0.0147; 0.32; -5.727; 0.0449; 88.349; 4; 
O Meu Mundo Ficaria Completo Com Você Ao Vivo; 41LXaN1nVjfogiZdfuDAuV; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 237680; 39; 0.698; 0.54; 0.901; 0; 0.311; -7.155; 0.048; 175.318; 4; 
N; 7Lya7vKjQ2LutUi9sxUL0X; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 214160; 27; 0.509; 0.621; 0.621; 0; 0.215; -7.001; 0.028; 76.025; 4; 
Sim; 1bhf8S6LHnk9g9fxJTY7tk; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 236400; 17; 0.376; 0.58; 0.401; 5.62e-06; 0.109; -7.809; 0.0249; 74.006; 4; 
Luz Dos Olhos; 3s9CdqskE6kq6yrinJYMyp; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 334733; 33; 0.00738; 0.478; 0.806; 0.000433; 0.29; -6.66; 0.0394; 84.084; 4; 
Bichos Escrotos Ao Vivo Em São Paulo 2010; 0rqSVyqwHArCqVgWxSwJcP; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 185866; 13; 0.00497; 0.445; 0.923; 1.5e-05; 0.975; -7.544; 0.0401; 146.935; 4; 
Dres; 6dVbjttvygcYw3tVOCy8MG; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 256826; 14; 0.0111; 0.653; 0.587; 1.34e-05; 0.227; -5.805; 0.0317; 109.008; 4; 
O Segundo Sol; 1bJQ8uEKPA1ATf0Xp5M0eM; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 178146; 21; 0.257; 0.408; 0.713; 0; 0.857; -9.493; 0.0425; 78.897; 4; 
Baby Eu Queria; 5qcSHUb51Ey8TP56xoii2J; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 178120; 17; 0.239; 0.586; 0.446; 0; 0.0993; -11.143; 0.0444; 135.924; 4; 
Relicário Ao Vivo Em São Paulo 2007; 71GDgAtty1mpLOBVRz80hE; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 308160; 18; 0.302; 0.366; 0.857; 0; 0.952; -6.346; 0.0539; 169.015; 4; 
Frevo Mulher Ao Vivo Em São Paulo 2010; 2eorjnlVXwbXY5QqlVYgrt; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 199533; 15; 0.23; 0.536; 0.858; 0.00133; 0.604; -8.808; 0.035; 157.074; 4; 
Pra Ela Voltar; 2mJdvYvXwRyzk8V5jUcpB0; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 176813; 15; 0.501; 0.514; 0.549; 0; 0.153; -7.997; 0.0276; 146.147; 4; 
As Coisas Tão Mais Lindas Ao Vivo Em São Paulo 2007; 6luMyPsRWSBx64GeKL3NrF; A Arte De Nando Reis; 7FIp4UmfSw1NosDmfuzzwc; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2015-10-30; 184680; 20; 0.432; 0.373; 0.718; 9.37e-06; 0.91; -6.49; 0.0757; 180.283; 4; 
PréSal; 2nGMsWNFHMHgZWu6ZoUqkM; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 433132; 4; 0.191; 0.528; 0.877; 0.00688; 0.0509; -6.691; 0.0632; 143.441; 4; 
Sou Dela; 4xbysSLR9llKbtrn0JOufy; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 314047; 7; 0.662; 0.526; 0.798; 1.07e-05; 0.137; -5.515; 0.0429; 112.431; 4; 
E Tudo Mais; 3CHzpuUYeKs52rPUW0GGMr; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 244510; 4; 0.557; 0.51; 0.742; 0.000279; 0.294; -7.012; 0.0386; 90.21; 4; 
Coração Vago; 19BWTECH7HidUl6S4rjWgC; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 401033; 6; 0.452; 0.395; 0.459; 0.0152; 0.108; -7.403; 0.0272; 128.749; 4; 
N; 6UHgoxfljdWzhsQAOHKsOY; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 230263; 9; 0.293; 0.462; 0.658; 0.000422; 0.033; -6.768; 0.0416; 148.67; 4; 
Sei; 5AVzFBKVY2I880lW89tKC4; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 211844; 9; 0.694; 0.603; 0.496; 5.82e-05; 0.0857; -8.551; 0.0324; 75.071; 4; 
Ali; 0YPXzPunWdCjmygSEGbZQ3; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 298665; 10; 0.433; 0.442; 0.653; 0; 0.313; -7.179; 0.0316; 90.975; 4; 
De Janeiro a Janeiro; 1Xe9af5Y83nqJzjcMmRIA9; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 214714; 11; 0.594; 0.509; 0.353; 0.0331; 0.12; -11.154; 0.031; 141.697; 4; 
Hi Dri; 15EY44ekEurhoRRCRTCKGk; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 222255; 4; 0.323; 0.487; 0.709; 8.93e-06; 0.275; -6.215; 0.126; 147.823; 4; 
All Star; 4d2n0o8F77L1UCMccghxrg; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 297997; 12; 0.816; 0.464; 0.415; 0.00127; 0.106; -11.17; 0.0296; 145.807; 4; 
Onde Você Mora; 3hMKLHfp3AOdznAomP1YMn; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 324323; 7; 0.478; 0.506; 0.642; 0.00215; 0.2; -7.979; 0.0338; 152.793; 4; 
Pra Você Guardei o Amor; 0pzg0RfvIuxNTVdAcAQV1e; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 309676; 12; 0.708; 0.408; 0.267; 2.18e-05; 0.104; -12.815; 0.0441; 147.801; 4; 
O Segundo Sol; 0NFLXz50LElqNcNC1QaJG7; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 273106; 8; 0.665; 0.424; 0.644; 2.5e-06; 0.31; -6.499; 0.0344; 140.045; 4; 
Marvin Patches; 5EeKpfohgKRkS3YNJDswqO; Sei Como Foi em Bh; 1dHPBG6CtEoZ2kNVt9KZnb; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2013-11-20; 278444; 15; 0.306; 0.389; 0.888; 2.43e-06; 0.0572; -6.474; 0.111; 170.447; 4; 
O segundo sol; 3FiKdV9jgODSfO4GCUrVJS; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 239826; 14; 0.17; 0.339; 0.882; 6.57e-05; 0.0985; -4.85; 0.0434; 154.202; 4; 
Relicário; 41UCfRfWGF9dJlGeahB7je; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 245960; 14; 0.444; 0.46; 0.515; 0; 0.209; -9.473; 0.0276; 83.809; 4; 
Resposta; 1wMzrfMxf6CDz5NAdqPP1M; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 249733; 16; 0.549; 0.534; 0.558; 0; 0.123; -6.523; 0.0258; 140.693; 4; 
ECT Participação especial de Hebert Vianna e Carlinhos Brown; 3IeCxgiaIe8fWoDxHiQJCH; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 223106; 10; 0.55; 0.783; 0.831; 0.000308; 0.124; -6.525; 0.0335; 126.062; 4; 
All Star; 3yvGafAiBBY9ASCOa3f5jq; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 181760; 21; 0.79; 0.574; 0.486; 1.31e-05; 0.102; -9.074; 0.0444; 90.039; 4; 
Cegos do castelo; 4moXCP1nbuUB0onCRJXUtt; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 258266; 14; 0.343; 0.357; 0.706; 0.00208; 0.307; -5.878; 0.0302; 154.684; 4; 
My Pledge of Love; 1VvIv2UFScOpGVxzA6lepE; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 196000; 6; 0.00657; 0.575; 0.923; 0; 0.0952; -4.448; 0.048; 130.268; 4; 
Bom dia; 0zDDlCPuPyhPoeKeR18fGJ; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 274560; 5; 0.287; 0.684; 0.874; 0.00351; 0.167; -6.098; 0.0342; 105.883; 4; 
Meu aniversário; 0JCdGd3tZrThKZzDRpeePQ; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 186666; 5; 0.154; 0.67; 0.905; 0.000458; 0.399; -5.142; 0.0431; 90.782; 4; 
Onde você mora; 7p4FEzCZM3MIKQILYoElji; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 263600; 1; 0.298; 0.541; 0.708; 5.69e-06; 0.0901; -6.21; 0.0532; 167.942; 4; 
Dessa vez; 2ZT1VRNGfqIDBKEccE9QY0; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 194533; 1; 0.426; 0.7; 0.784; 2.38e-05; 0.323; -5.873; 0.0341; 134.184; 4; 
Hey Babe Participação especial de Rogério Flausino; 25dOliIbilk9lUJSjsmCXf; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 230400; 0; 0.00653; 0.589; 0.806; 0.0018; 0.381; -5.813; 0.028; 138.069; 4; 
Me diga; 1wPXYOeQfuF0pg9XpHsgMM; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 255093; 1; 0.24; 0.538; 0.905; 6.12e-06; 0.223; -5.858; 0.0592; 86.424; 4; 
Marvin; 7qYqXDqePRn9AdKIdMpSlZ; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 279866; 2; 0.0644; 0.432; 0.966; 5.19e-06; 0.228; -5.075; 0.0832; 178.851; 4; 
Frases mais azuis; 3LCR4HaE1XyIWsrHHYrRR8; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 281400; 0; 0.0536; 0.594; 0.858; 0; 0.195; -5.982; 0.0267; 130.058; 4; 
O vento noturno do verão; 4OMJ6orBwFd3ZfbVmo9sUa; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 262200; 0; 0.306; 0.695; 0.858; 0; 0.444; -4.973; 0.0326; 128.13; 4; 
Infernal; 495TVj1il5QhDUaNfvmBtT; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 321533; 0; 0.0877; 0.387; 0.956; 0.00184; 0.144; -5.476; 0.154; 188.242; 4; 
A minha gratidão é uma pessoa; 3Zkb4L6fIrPtuRRKjubl7v; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 286493; 0; 0.0799; 0.336; 0.85; 1.12e-05; 0.152; -6.174; 0.0579; 168.801; 4; 
Sua impossível chance; 1vn6sfppwQ7p719XxRU8zb; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 243200; 0; 0.0135; 0.516; 0.946; 8.88e-06; 0.332; -4.128; 0.0422; 127.431; 4; 
Fiz o que pude; 3Nw7dcNjv2JXTkPQL375UR; iCollection; 61IrbmmTh2O36QKU6w9yLu; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2012-04-23; 200800; 0; 0.111; 0.722; 0.93; 0.000134; 0.107; -4.903; 0.0529; 94.808; 4; 
Venus Ao Vivo Em São Paulo 2010; 6aU6UgW0RhGBMmx0kYpgEs; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 161520; 20; 0.304; 0.564; 0.907; 1.28e-05; 0.923; -8.531; 0.0453; 135.785; 4; 
Agora Só Falta Você Ao Vivo Em São Paulo 2010; 6QZalmYW78DESdgnrCIi9i; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 143240; 24; 0.225; 0.635; 0.755; 0; 0.788; -7.536; 0.0313; 126.901; 4; 
Não Me Deixe Nunca Mais Ao Vivo Em São Paulo 2010; 07KYWqNLAIbUQYUYnfPooQ; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 180586; 20; 0.269; 0.587; 0.855; 0; 0.688; -7.274; 0.0296; 139.27; 4; 
Whisky A Go Go Ao Vivo Em São Paulo 2010; 3qtCvE8c13HLjWZpT292UV; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 228386; 23; 0.441; 0.567; 0.87; 0; 0.693; -7.986; 0.0322; 140.915; 4; 
Fogo E Paixão My Pledge Of Love Ao Vivo Em São Paulo 2010; 5TqeIuYTrbnt7O0bfZxlWf; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 238013; 25; 0.414; 0.47; 0.731; 0; 0.915; -9.908; 0.043; 137.052; 4; 
I Can See Clearly Now Ao Vivo Em São Paulo 2010; 4mQh5rPxPEqX2GZG3ZNKqk; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 211826; 23; 0.159; 0.536; 0.73; 0; 0.349; -7.788; 0.0297; 127.427; 4; 
Islands In The Stream Ao Vivo Em São Paulo 2010; 1YwzRSKUOqhuWI0LgmsyOR; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 202826; 21; 0.702; 0.683; 0.61; 2.12e-05; 0.57; -8.616; 0.0257; 111.665; 4; 
Muito Estranho Cuida Bem De Mim Ao Vivo Em São Paulo 2010; 7smeiey7Ihvn0FXmrIeseV; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 211160; 55; 0.896; 0.415; 0.386; 0; 0.697; -9.974; 0.0306; 113.117; 3; 
Could You Be Loved Ao Vivo Em São Paulo 2010; 1rhHe33u0vF009yFqeCQM1; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 329733; 20; 0.271; 0.623; 0.674; 9.99e-06; 0.659; -11.729; 0.0375; 99.047; 4; 
You And I Ao Vivo Em São Paulo 2010; 5KDQt0cSf2pCIWDQSD7Kfc; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 185733; 17; 0.24; 0.682; 0.654; 0.00108; 0.547; -9.555; 0.0522; 128.231; 4; 
Chorando Se Foi Ao Vivo Em São Paulo 2010; 6utAEIxRW8pG4TzA4xqvuF; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 250840; 22; 0.0996; 0.537; 0.856; 0.0109; 0.839; -8.382; 0.0357; 120.66; 4; 
Bichos Escrotos Ao Vivo Em São Paulo 2010; 4MjTc8uh1WnVaGvbbOXpFc; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 188013; 19; 0.00544; 0.443; 0.918; 1.47e-05; 0.814; -7.413; 0.0474; 146.809; 4; 
Gostava Tanto De Você Ao Vivo Em São Paulo 2010; 1WfnjqO2p7DqDUspRGZ0Pc; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 248080; 45; 0.42; 0.601; 0.44; 0.0006; 0.707; -9.736; 0.0293; 109.757; 3; 
Você Pediu E Eu Já Vou Daqui Ao Vivo Em São Paulo 2010; 0Vyf0f1QtODhwgzvx5StHI; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 262680; 22; 0.298; 0.489; 0.36; 2.58e-05; 0.67; -11.328; 0.032; 135.565; 4; 
Severina Xique Xique Ao Vivo Em São Paulo 2010; 1OnIjdtlDFq9I9sBn7ref8; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 79013; 18; 0.696; 0.506; 0.743; 0; 0.603; -9.035; 0.0927; 175.072; 4; 
Você Não Vale Nada Ao Vivo Em São Paulo 2010; 2EwJzNdA5tkWp3Ia0a5Nxt; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 202893; 18; 0.0465; 0.315; 0.942; 0; 0.901; -6.566; 0.134; 182.851; 4; 
Frevo Mulher Ao Vivo Em São Paulo 2010; 6sjaabiEQucgaHM0PUItA6; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 200813; 21; 0.2; 0.526; 0.843; 0.00149; 0.619; -8.847; 0.0378; 156.981; 4; 
Lindo Balão Azul Ao Vivo Em São Paulo 2010; 4q4Bn6JcvzNsUKaBFsZO6v; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 266746; 23; 0.135; 0.57; 0.844; 2.79e-06; 0.83; -8.406; 0.0303; 140.543; 4; 
Do Seu Lado Ao Vivo Em São Paulo 2010; 4uorY3RaOWM9nvzF33Dg13; Nando Reis E Os Infernais Bailão Do Ruivão Ao Vivo; 1msnVVoyoq6ZRWXebxC0xK; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2010-07-10; 288946; 20; 0.0853; 0.507; 0.843; 1.94e-06; 0.777; -7.715; 0.0485; 144.566; 4; 
Hi Dri; 13QAwu17iILcC3AMbLMXso; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 225186; 17; 0.0741; 0.6; 0.704; 0; 0.118; -7.442; 0.123; 145.459; 4; 
Ainda Não Passou; 7y5ecD9dsl3Tnc90NkXcKT; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 196640; 40; 0.187; 0.581; 0.557; 0; 0.132; -5.835; 0.0269; 147.932; 4; 
Dres; 3VnS00WHd47OHvdXi7mRYe; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 256626; 19; 0.0112; 0.655; 0.579; 7.49e-06; 0.235; -5.801; 0.0322; 108.968; 4; 
Conta; 6fZYI5SIrSKmaZwGt0lapj; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 282080; 18; 0.177; 0.616; 0.708; 0; 0.124; -6.39; 0.0354; 81.362; 4; 
Só Pra So; 4hThMY2PGXRu3VELcwM2Cb; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 205800; 19; 0.27; 0.733; 0.634; 1.53e-05; 0.343; -8.002; 0.0276; 119.021; 4; 
Mosaico Abstrato; 3gXg071ZfZHVUmsOyEy1L8; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 278613; 17; 0.00102; 0.502; 0.896; 6.04e-05; 0.28; -5.94; 0.0496; 107.937; 4; 
Pra Você Guardei O Amor; 1EQ8sBQ7Abv9DvNBzhXAcv; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 343813; 71; 0.837; 0.485; 0.386; 0; 0.207; -9.189; 0.0388; 91.615; 4; 
Livre Como Um Deus; 5LftxRGdKAgAw62uoxIP25; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 311453; 21; 0.0271; 0.494; 0.658; 0; 0.0849; -5.75; 0.0264; 148.085; 4; 
Driamante; 1tacJirwjE31vFlideMpYy; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 159493; 18; 0.119; 0.692; 0.885; 0; 0.224; -4.912; 0.0307; 124.925; 4; 
Hoje Eu Te Pedi Em Casamento; 2rl4gOdqdSYdzlZVaPI3sc; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 199640; 18; 0.0961; 0.681; 0.765; 0; 0.227; -5.823; 0.0269; 105.99; 4; 
Mil Galáxias; 04QkkD19GxhL7RGPadvyZm; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 212533; 17; 0.00376; 0.753; 0.65; 4.6e-05; 0.117; -6.853; 0.0271; 97.996; 4; 
Baby Eu Queria; 7qApjbMAC3K6ZSw3OYrA95; Dres; 2VpIoTSvTf4bUqjAvT10iv; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2009-01-01; 178373; 40; 0.266; 0.583; 0.442; 1.51e-06; 0.106; -11.137; 0.043; 135.89; 4; 
Sou Dela Ao Vivo Em São Paulo 2007; 16ESzeMjpZFNMhvsZWwkbB; Luau Ao Vivo Em São Paulo 2007; 6WnHLi7QecFgeGrVUKNL2S; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2007-01-15; 274880; 30; 0.242; 0.424; 0.894; 0; 0.98; -5.851; 0.0612; 120.699; 4; 
A Letra A Ao Vivo Em São Paulo 2007; 3eifhrIEkDuCuZTVjSzAF0; Luau Ao Vivo Em São Paulo 2007; 6WnHLi7QecFgeGrVUKNL2S; Nando Reis; 7n1XMwvxPf10t4OX6h6Ufy; 2007-01-15; 235906; 26; 0.379; 0.484; 0.867; 0; 0.557; -6.404; 0.0393; 136.86; 4; 
